sample-id	absolute-filepath	direction
SRR3225701	/mnt/c/Users/Aspasia/Desktop/Thesis ΕΚΕΤΑ/species_level_mock_benchmarking/data/raw/dataset_01_miseq_v1v2_mock_dna/SRR3225701.fastq.gz	forward
