sample-id	absolute-filepath	direction
SRR3225702	/mnt/c/Users/Aspasia/Desktop/Thesis ΕΚΕΤΑ/species_level_mock_benchmarking/data/raw/dataset_02_miseq_v1v2_mock_cells_rbb_glycerol/SRR3225702.fastq.gz	forward
