Feature ID	Taxon	Confidence
440e568976397dd888938a340afbd6c9	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_B_310392; f__Bacillaceae_G; g__Bacillus_A	0.9999988929654323
7ce0f71ed240320f5720a0373d358284	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_B_310392; f__Bacillaceae_G; g__Bacillus_A	0.9999919176438009
2a8bbea01a6df1663af869e0917ec359	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae; g__Pseudomonas_B_650326	0.9999418154722637
4b006b1c047f1d6db0f035f2880ffe9e	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_660879; f__Moraxellaceae; g__Acinetobacter	0.9999998911673247
b7962433aa677cd274461a7508d41d8c	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029	0.9514169849585408
83c7a571b9017e8b1589384bbe13c09b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029; g__Escherichia; s__Escherichia albertii	0.9554387782323489
1fea2a6bf1aea22fff0344229fca56cf	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029	0.9061261531898165
a3965ac7bbf75cf82d6506516ff5d9ec	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029; g__Escherichia	0.8548787209146473
232145e109be7264ec098d01143bdec1	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029; g__Escherichia	0.7744277771347868
37fcc6aa6336c98d64d94f461fd61aa9	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium tuberculostearicum	0.9884082506498756
ad5617adf0792809f743f90fcc954bab	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9999996053670336
94846343c0cda1bc78b7c6f7a58b1dd4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas_A; s__Porphyromonas_A gingivalis	0.9999445679693987
5289a344ba384510be830e78453a1054	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	0.9861472835816343
3ba968b9a9babdf904025e7752a5d037	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T saccharoperbutylacetonicum	0.7797236132945864
